gen,ind,indType,sendType,strategy,alphaBeta,fitness
3000,75,Receiver,na,1,0.992247,1
3000,76,Receiver,na,3,1,0
3000,77,Receiver,na,1,1,1
3000,78,Receiver,na,1,1,1
3000,79,Receiver,na,1,1,1
3000,80,Receiver,na,1,0.992247,1
3000,81,Receiver,na,1,0.984925,1
3000,82,Receiver,na,1,1,1
3000,83,Receiver,na,1,0.992247,1
3000,84,Receiver,na,1,0.984925,1
3000,85,Receiver,na,2,1,1
3000,86,Receiver,na,1,1,1
3000,87,Receiver,na,1,1,1
3000,88,Receiver,na,1,0.984925,1
3000,89,Receiver,na,1,1,0
3000,90,Receiver,na,1,1,0
3000,91,Receiver,na,1,1,1
3000,92,Receiver,na,1,0.984925,1
3000,93,Receiver,na,1,1,1
3000,94,Receiver,na,1,1,1
3000,95,Receiver,na,1,1,1
3000,96,Receiver,na,1,1,1
3000,97,Receiver,na,1,1,1
3000,98,Receiver,na,1,1,1
3000,99,Receiver,na,1,1,1
4000,0,Sender,2,1,0.00117372,0
4000,1,Sender,2,1,0,0
4000,2,Sender,2,1,0.00117372,0
4000,3,Sender,2,3,0.00117372,-0.5
4000,4,Sender,2,1,0.00806494,0
4000,5,Sender,2,1,0,0
4000,6,Sender,2,1,0.0454906,0
4000,7,Sender,1,1,0.00117372,0.5
4000,8,Sender,2,1,0,0
4000,9,Sender,2,1,0.00117372,0
4000,10,Sender,1,1,0.00117372,0.5
4000,11,Sender,1,1,0.00117372,-0.5
4000,12,Sender,2,1,0,0
4000,13,Sender,2,1,0.00806494,0
4000,14,Sender,2,1,0,0
4000,15,Sender,2,1,0,0
4000,16,Sender,2,1,0.00117372,0
4000,17,Sender,2,1,0.0813607,0
4000,18,Sender,1,1,0,0.5
4000,19,Sender,1,3,0,0
4000,20,Sender,1,1,0,0.5
4000,21,Sender,1,1,0,0.5
4000,22,Sender,2,1,0,0
4000,23,Sender,2,1,0.00117372,0
4000,24,Sender,1,1,0.00117372,0.5
4000,25,Sender,1,1,0,0.5
4000,26,Sender,2,1,0.00117372,0
4000,27,Sender,1,1,0.00117372,0.5
4000,28,Sender,2,1,0.00117372,0
4000,29,Sender,2,1,0.0454906,0
4000,30,Sender,1,1,0.00117372,0.5
4000,31,Sender,2,1,0.0454906,0
4000,32,Sender,2,1,0.00117372,0
4000,33,Sender,1,1,0.00117372,0.5
4000,34,Sender,1,1,0.00117372,0.5
4000,35,Sender,1,1,0,0.5
4000,36,Sender,2,1,0.0813607,0
4000,37,Sender,2,1,0.00117372,0
4000,38,Sender,2,1,0.0454906,0
4000,39,Sender,2,1,0,0
4000,40,Sender,2,1,0.00117372,0
4000,41,Sender,1,1,0.00117372,0.5
4000,42,Sender,2,1,0,0
4000,43,Sender,2,1,0.00117372,0
4000,44,Sender,2,1,0.435856,0
4000,45,Sender,2,1,0.0813607,1
4000,46,Sender,2,1,0.00117372,0
4000,47,Sender,2,1,0.00117372,0
4000,48,Sender,2,1,0.00117372,0
4000,49,Sender,2,1,0.00117372,0
4000,50,Sender,2,1,0,0
4000,51,Sender,2,1,0,0
4000,52,Sender,1,1,0.0813607,0.5
4000,53,Sender,2,2,0.00117372,0
4000,54,Sender,2,1,0.00117372,0
4000,55,Sender,2,1,0.00117372,0
4000,56,Sender,2,1,0.00117372,0
4000,57,Sender,2,1,0.00806494,0
4000,58,Sender,2,1,0.00117372,0
4000,59,Sender,2,1,0.00806494,0
4000,60,Sender,2,1,0.00117372,0
4000,61,Sender,2,1,0.00117372,0
4000,62,Sender,1,1,0.00117372,0.5
4000,63,Sender,2,1,0,0
4000,64,Sender,2,1,0.00117372,0
4000,65,Sender,1,1,0.00117372,0.5
4000,66,Sender,2,1,0.00117372,0
4000,67,Sender,1,1,0.00117372,0.5
4000,68,Sender,1,1,0.00117372,0.5
4000,69,Sender,2,1,0.00806494,0
4000,70,Sender,2,1,0.00117372,0
4000,71,Sender,2,1,0.00117372,0
4000,72,Sender,2,1,0,0
4000,73,Sender,2,1,0.00117372,0
4000,74,Sender,2,1,0,0
4000,75,Sender,2,1,0,0
4000,76,Sender,2,1,0.00117372,0
4000,77,Sender,2,1,0.00117372,0
4000,78,Sender,2,1,0.00117372,0
4000,79,Sender,2,1,0.00117372,0
4000,80,Sender,1,1,0.00117372,0.5
4000,81,Sender,1,1,0.00117372,0.5
4000,82,Sender,1,1,0.00117372,0.5
4000,83,Sender,2,1,0.00117372,0
4000,84,Sender,2,1,0.00117372,0
4000,85,Sender,2,1,0.00117372,0
4000,86,Sender,2,1,0.00117372,0
4000,87,Sender,2,1,0.00117372,0
4000,88,Sender,2,1,0.00117372,0
4000,89,Sender,2,1,0,0
4000,90,Sender,2,1,0,0
4000,91,Sender,2,1,0.00117372,0
4000,92,Sender,2,1,0.00117372,0
4000,93,Sender,1,1,0.00117372,0.5
4000,94,Sender,2,1,0.00806494,0
4000,95,Sender,2,1,0.00117372,0
4000,96,Sender,2,1,0.00806494,0
4000,97,Sender,1,1,0.00117372,0.5
4000,98,Sender,2,1,0,0
4000,99,Sender,2,1,0.0454906,0
4000,0,Receiver,na,1,1,1
4000,1,Receiver,na,1,1,1
4000,2,Receiver,na,1,1,1
4000,3,Receiver,na,1,1,0
4000,4,Receiver,na,1,1,1
4000,5,Receiver,na,1,0.889733,1
4000,6,Receiver,na,1,0.889733,1
4000,7,Receiver,na,1,1,1
4000,8,Receiver,na,1,1,1
4000,9,Receiver,na,1,1,1
4000,10,Receiver,na,1,1,1
4000,11,Receiver,na,1,0.889733,0
4000,12,Receiver,na,1,1,1
4000,13,Receiver,na,1,1,1
4000,14,Receiver,na,1,0.889733,1
4000,15,Receiver,na,1,1,1
4000,16,Receiver,na,1,0.889733,1
4000,17,Receiver,na,1,1,1
4000,18,Receiver,na,1,1,1
4000,19,Receiver,na,1,1,0
4000,20,Receiver,na,1,1,1
4000,21,Receiver,na,1,1,1
4000,22,Receiver,na,1,1,1
4000,23,Receiver,na,1,1,1
4000,24,Receiver,na,1,0.889733,1
4000,25,Receiver,na,1,1,1
4000,26,Receiver,na,1,1,1
4000,27,Receiver,na,1,1,1
4000,28,Receiver,na,1,1,1
4000,29,Receiver,na,1,1,1
4000,30,Receiver,na,1,1,1
4000,31,Receiver,na,1,1,1
4000,32,Receiver,na,1,1,1
4000,33,Receiver,na,1,1,1
4000,34,Receiver,na,1,1,1
4000,35,Receiver,na,1,1,1
4000,36,Receiver,na,1,1,1
4000,37,Receiver,na,1,1,1
4000,38,Receiver,na,1,0.889733,1
4000,39,Receiver,na,1,1,1
4000,40,Receiver,na,1,0.889733,1
4000,41,Receiver,na,1,1,1
4000,42,Receiver,na,1,1,1
4000,43,Receiver,na,1,1,1
4000,44,Receiver,na,1,1,1
4000,45,Receiver,na,2,1,0
4000,46,Receiver,na,1,1,1
4000,47,Receiver,na,1,1,1
4000,48,Receiver,na,1,1,1
4000,49,Receiver,na,1,0.889733,1
4000,50,Receiver,na,1,0.889733,1
4000,51,Receiver,na,1,0.889733,1
4000,52,Receiver,na,1,1,1
4000,53,Receiver,na,1,1,1
4000,54,Receiver,na,1,0.889733,1
4000,55,Receiver,na,1,1,1
4000,56,Receiver,na,1,1,1
4000,57,Receiver,na,1,1,1
4000,58,Receiver,na,1,0.889733,1
4000,59,Receiver,na,1,1,1
4000,60,Receiver,na,1,0.889733,1
4000,61,Receiver,na,1,1,1
4000,62,Receiver,na,1,1,1
4000,63,Receiver,na,1,1,1
4000,64,Receiver,na,1,0.889733,1
4000,65,Receiver,na,1,0.852973,1
4000,66,Receiver,na,1,1,1
4000,67,Receiver,na,1,1,1
4000,68,Receiver,na,1,1,1
4000,69,Receiver,na,1,1,1
4000,70,Receiver,na,1,1,1
4000,71,Receiver,na,1,0.889733,1
4000,72,Receiver,na,1,1,1
4000,73,Receiver,na,1,0.99104,1
4000,74,Receiver,na,1,1,1
4000,75,Receiver,na,1,1,1
4000,76,Receiver,na,1,0.889733,1
4000,77,Receiver,na,1,1,1
4000,78,Receiver,na,1,1,1
4000,79,Receiver,na,1,1,1
4000,80,Receiver,na,1,1,1
4000,81,Receiver,na,1,1,1
4000,82,Receiver,na,1,1,1
4000,83,Receiver,na,1,1,1
4000,84,Receiver,na,1,1,1
4000,85,Receiver,na,1,0.889733,1
4000,86,Receiver,na,1,1,1
4000,87,Receiver,na,1,1,1
4000,88,Receiver,na,1,1,1
4000,89,Receiver,na,1,1,1
4000,90,Receiver,na,1,1,1
4000,91,Receiver,na,1,1,1
4000,92,Receiver,na,1,1,1
4000,93,Receiver,na,1,1,1
4000,94,Receiver,na,1,1,1
4000,95,Receiver,na,1,1,1
4000,96,Receiver,na,1,1,1
4000,97,Receiver,na,1,1,1
4000,98,Receiver,na,1,1,1
4000,99,Receiver,na,1,1,1
5000,0,Sender,2,1,0,0
5000,1,Sender,2,1,0,0
5000,2,Sender,2,1,0,0
5000,3,Sender,1,1,0,0.5
5000,4,Sender,2,1,0,0
5000,5,Sender,2,1,0,0
5000,6,Sender,2,1,0,0
5000,7,Sender,2,1,0,0
5000,8,Sender,2,1,0.106263,0
5000,9,Sender,2,1,0.106263,0
5000,10,Sender,2,1,0.106263,-0.5
5000,11,Sender,2,1,0,0
5000,12,Sender,1,1,0,0.5
5000,13,Sender,2,1,0.106263,0
5000,14,Sender,1,1,0,0.5
5000,15,Sender,2,1,0,0
5000,16,Sender,2,1,0.106263,0
5000,17,Sender,1,1,0,0.5
5000,18,Sender,1,1,0,0.5
5000,19,Sender,1,1,0,0.5
5000,20,Sender,2,2,0,0
5000,21,Sender,2,1,0,0
5000,22,Sender,1,1,0,0.5
5000,23,Sender,2,1,0.106263,0
5000,24,Sender,1,1,0,0.5
5000,25,Sender,2,1,0,0
5000,26,Sender,2,1,0.106263,0
5000,27,Sender,2,1,0,0
5000,28,Sender,2,1,0,0
5000,29,Sender,2,1,0,0
5000,30,Sender,2,1,0,0
5000,31,Sender,2,1,0,0
5000,32,Sender,2,1,0,0
5000,33,Sender,1,1,0.106263,0.5
5000,34,Sender,2,1,0,0
5000,35,Sender,2,1,0,0
5000,36,Sender,1,1,0.106263,0.5
5000,37,Sender,1,1,0.106263,0.5
5000,38,Sender,1,1,0,0.5
5000,39,Sender,1,1,0,0.5
5000,40,Sender,1,1,0,0.5
5000,41,Sender,2,1,0,0
5000,42,Sender,2,1,0.106263,0
5000,43,Sender,2,1,0.106263,0
5000,44,Sender,2,1,0,0
5000,45,Sender,2,1,0,0
5000,46,Sender,2,1,0,0
5000,47,Sender,2,1,0,0
5000,48,Sender,2,1,0,0
5000,49,Sender,1,1,0,0.5
5000,50,Sender,2,1,0,0
5000,51,Sender,2,1,0,0
5000,52,Sender,2,1,0,0
5000,53,Sender,1,1,0,0.5
5000,54,Sender,2,1,0,0
5000,55,Sender,2,1,0,0
5000,56,Sender,2,1,0,0
5000,57,Sender,2,1,0,0
5000,58,Sender,2,1,0,0
5000,59,Sender,2,1,0,0
5000,60,Sender,1,1,0,0.5
5000,61,Sender,2,1,0,0
5000,62,Sender,2,1,0,0
5000,63,Sender,2,1,0,1
5000,64,Sender,2,1,0,0
5000,65,Sender,2,1,0,0
5000,66,Sender,2,1,0,0
5000,67,Sender,2,1,0,0
5000,68,Sender,1,1,0,0.5
5000,69,Sender,2,1,0,0
5000,70,Sender,1,1,0.106263,0.5
5000,71,Sender,2,1,0,0
5000,72,Sender,2,1,0,0
5000,73,Sender,2,1,0.106263,0
5000,74,Sender,2,1,0,0
5000,75,Sender,2,1,0,0
5000,76,Sender,1,1,0,0.5
5000,77,Sender,2,1,0,0
5000,78,Sender,2,1,0,0
5000,79,Sender,2,3,0,-0.5
5000,80,Sender,2,1,0,0
5000,81,Sender,2,1,0,0
5000,82,Sender,2,1,0,0
5000,83,Sender,2,1,0,0
5000,84,Sender,2,1,0,0
5000,85,Sender,2,1,0,0
5000,86,Sender,2,1,0,0
5000,87,Sender,2,1,0,0
5000,88,Sender,2,1,0,0
5000,89,Sender,2,1,0,0
5000,90,Sender,1,1,0.103393,0.5
5000,91,Sender,1,1,0,0.5
5000,92,Sender,2,1,0,0
5000,93,Sender,1,1,0,0.5
5000,94,Sender,1,1,0,0.5
5000,95,Sender,1,1,0,0.5
5000,96,Sender,2,1,0,0
5000,97,Sender,2,1,0,0
5000,98,Sender,2,1,0,0
5000,99,Sender,2,1,0.106263,0
5000,0,Receiver,na,1,1,1
5000,1,Receiver,na,1,1,1
5000,2,Receiver,na,1,1,1
5000,3,Receiver,na,2,1,1
5000,4,Receiver,na,1,1,1
5000,5,Receiver,na,1,1,1
5000,6,Receiver,na,1,1,1
5000,7,Receiver,na,1,1,1
5000,8,Receiver,na,1,1,1
5000,9,Receiver,na,1,1,1
5000,10,Receiver,na,1,1,0
5000,11,Receiver,na,1,1,1
5000,12,Receiver,na,1,1,1
5000,13,Receiver,na,1,1,1
5000,14,Receiver,na,1,1,1
5000,15,Receiver,na,1,1,1
5000,16,Receiver,na,1,1,1
5000,17,Receiver,na,1,1,1
5000,18,Receiver,na,1,1,1
5000,19,Receiver,na,1,1,1
5000,20,Receiver,na,1,1,1
5000,21,Receiver,na,1,1,1
5000,22,Receiver,na,1,1,1
5000,23,Receiver,na,1,1,1
5000,24,Receiver,na,1,1,1
5000,25,Receiver,na,1,1,1
5000,26,Receiver,na,1,1,1
5000,27,Receiver,na,1,1,1
5000,28,Receiver,na,1,1,1
5000,29,Receiver,na,1,1,1
5000,30,Receiver,na,1,1,1
5000,31,Receiver,na,1,1,1
5000,32,Receiver,na,1,1,1
5000,33,Receiver,na,1,1,1
5000,34,Receiver,na,1,1,1
5000,35,Receiver,na,1,1,1
5000,36,Receiver,na,1,1,1
5000,37,Receiver,na,1,1,1
5000,38,Receiver,na,1,1,1
5000,39,Receiver,na,1,1,1
5000,40,Receiver,na,1,1,1
5000,41,Receiver,na,1,1,1
5000,42,Receiver,na,1,1,1
5000,43,Receiver,na,1,1,1
5000,44,Receiver,na,1,1,1
5000,45,Receiver,na,1,1,1
5000,46,Receiver,na,1,1,1
5000,47,Receiver,na,1,1,1
5000,48,Receiver,na,1,1,1
5000,49,Receiver,na,1,1,1
5000,50,Receiver,na,1,1,1
5000,51,Receiver,na,1,1,1
5000,52,Receiver,na,1,1,1
5000,53,Receiver,na,1,1,1
5000,54,Receiver,na,1,1,1
5000,55,Receiver,na,1,1,1
5000,56,Receiver,na,1,1,1
5000,57,Receiver,na,1,1,1
5000,58,Receiver,na,1,1,1
5000,59,Receiver,na,1,1,1
5000,60,Receiver,na,1,1,1
5000,61,Receiver,na,1,1,1
5000,62,Receiver,na,1,1,1
5000,63,Receiver,na,3,1,0
5000,64,Receiver,na,1,1,1
5000,65,Receiver,na,1,1,1
5000,66,Receiver,na,1,1,1
5000,67,Receiver,na,1,1,1
5000,68,Receiver,na,1,1,1
5000,69,Receiver,na,1,1,1
5000,70,Receiver,na,1,1,1
5000,71,Receiver,na,1,1,1
5000,72,Receiver,na,1,1,1
5000,73,Receiver,na,1,1,1
5000,74,Receiver,na,1,1,1
5000,75,Receiver,na,1,1,1
5000,76,Receiver,na,1,1,1
5000,77,Receiver,na,1,1,1
5000,78,Receiver,na,1,1,1
5000,79,Receiver,na,1,1,0
5000,80,Receiver,na,1,1,1
5000,81,Receiver,na,1,1,1
5000,82,Receiver,na,1,1,1
5000,83,Receiver,na,1,1,1
5000,84,Receiver,na,1,1,1
5000,85,Receiver,na,1,1,1
5000,86,Receiver,na,1,1,1
5000,87,Receiver,na,1,1,1
5000,88,Receiver,na,1,1,1
5000,89,Receiver,na,1,1,1
5000,90,Receiver,na,1,1,1
5000,91,Receiver,na,1,1,1
5000,92,Receiver,na,1,1,1
5000,93,Receiver,na,1,1,1
5000,94,Receiver,na,1,1,1
5000,95,Receiver,na,1,1,1
5000,96,Receiver,na,1,1,1
5000,97,Receiver,na,1,1,1
5000,98,Receiver,na,1,1,1
5000,99,Receiver,na,1,1,1
6000,0,Sender,1,1,0,0.5
6000,1,Sender,2,1,0,0
6000,2,Sender,1,1,0,0.5
6000,3,Sender,2,1,0,0
6000,4,Sender,2,1,0,0
6000,5,Sender,2,1,0,0
6000,6,Sender,2,1,0,0
6000,7,Sender,2,1,0,0
6000,8,Sender,2,1,0,0
6000,9,Sender,1,1,0,0.5
6000,10,Sender,2,1,0,0
6000,11,Sender,1,1,0,0.5
6000,12,Sender,1,1,0,0.5
6000,13,Sender,2,1,0,0
6000,14,Sender,1,1,0,0.5
6000,15,Sender,2,1,0,0
6000,16,Sender,2,1,0,0
6000,17,Sender,2,1,0,0
6000,18,Sender,1,1,0,0.5
6000,19,Sender,1,1,0,0.5
6000,20,Sender,2,1,0,0
6000,21,Sender,2,1,0,0
6000,22,Sender,2,1,0,0
6000,23,Sender,1,1,0,0.5
6000,24,Sender,2,1,0,0
6000,25,Sender,2,1,0,0
6000,26,Sender,2,1,0,0
6000,27,Sender,2,1,0,0
6000,28,Sender,2,1,0,0
6000,29,Sender,2,1,0,0
6000,30,Sender,2,1,0,0
6000,31,Sender,2,1,0,0
6000,32,Sender,2,1,0,0
6000,33,Sender,2,1,0,0
6000,34,Sender,2,1,0,0
6000,35,Sender,2,1,0,0
6000,36,Sender,2,1,0,0
6000,37,Sender,2,1,0,0
6000,38,Sender,2,1,0,0
6000,39,Sender,2,1,0,0
6000,40,Sender,1,1,0,0.5
6000,41,Sender,2,1,0,0
6000,42,Sender,2,2,0,0
6000,43,Sender,2,1,0,0
6000,44,Sender,2,1,0,0
6000,45,Sender,2,1,0,0
6000,46,Sender,2,1,0,0
6000,47,Sender,2,1,0,0
6000,48,Sender,1,1,0,0.5
6000,49,Sender,2,1,0,0
6000,50,Sender,2,1,0,0
6000,51,Sender,2,1,0,0
6000,52,Sender,2,1,0,0
6000,53,Sender,1,1,0,0.5
6000,54,Sender,2,1,0,0
6000,55,Sender,2,1,0,0
6000,56,Sender,2,1,0,0
6000,57,Sender,2,1,0,0
6000,58,Sender,2,1,0,0
6000,59,Sender,2,1,0,0
6000,60,Sender,2,1,0,0
6000,61,Sender,2,1,0,0
6000,62,Sender,1,1,0,-0.5
6000,63,Sender,2,1,0,0
6000,64,Sender,2,1,0,0
6000,65,Sender,2,1,0.564409,-0.5
6000,66,Sender,1,1,0,0.5
6000,67,Sender,2,1,0,0
6000,68,Sender,2,1,0.564409,0
6000,69,Sender,1,1,0,0.5
6000,70,Sender,1,1,0,0.5
6000,71,Sender,2,1,0,0
6000,72,Sender,2,1,0,0
6000,73,Sender,1,1,0,0.5
6000,74,Sender,2,1,0,0
6000,75,Sender,2,1,0,0
6000,76,Sender,1,1,0,0.5
6000,77,Sender,2,1,0,0
6000,78,Sender,2,1,0,1
6000,79,Sender,2,1,0,0
6000,80,Sender,2,1,0,0
6000,81,Sender,2,1,0,0
6000,82,Sender,1,1,0,0.5
6000,83,Sender,2,1,0,0
6000,84,Sender,2,1,0,0
6000,85,Sender,2,1,0,0
6000,86,Sender,2,1,0,0
6000,87,Sender,2,1,0,0
6000,88,Sender,2,1,0,0
6000,89,Sender,1,1,0,0.5
6000,90,Sender,1,1,0,0.5
6000,91,Sender,2,1,0,0
6000,92,Sender,1,1,0,0.5
6000,93,Sender,2,1,0,0
6000,94,Sender,1,1,0,0.5
6000,95,Sender,2,1,0,0
6000,96,Sender,2,1,0,0
6000,97,Sender,1,1,0,0.5
6000,98,Sender,2,1,0,0
6000,99,Sender,1,1,0,0.5
6000,0,Receiver,na,1,1,1
6000,1,Receiver,na,1,1,1
6000,2,Receiver,na,1,1,1
6000,3,Receiver,na,1,0.697119,1
6000,4,Receiver,na,1,1,1
6000,5,Receiver,na,1,1,1
6000,6,Receiver,na,1,1,1
6000,7,Receiver,na,1,1,1
6000,8,Receiver,na,1,1,1
6000,9,Receiver,na,1,1,1
6000,10,Receiver,na,1,1,1
6000,11,Receiver,na,1,1,1
6000,12,Receiver,na,1,1,1
6000,13,Receiver,na,1,1,1
6000,14,Receiver,na,1,1,1
6000,15,Receiver,na,1,1,1
6000,16,Receiver,na,1,1,1
6000,17,Receiver,na,1,1,1
6000,18,Receiver,na,1,1,1
6000,19,Receiver,na,1,1,1
6000,20,Receiver,na,1,1,1
6000,21,Receiver,na,1,1,1
6000,22,Receiver,na,1,1,1
6000,23,Receiver,na,1,1,1
6000,24,Receiver,na,1,1,1
6000,25,Receiver,na,1,1,1
6000,26,Receiver,na,1,1,1
6000,27,Receiver,na,1,1,1
6000,28,Receiver,na,1,0.849375,1
6000,29,Receiver,na,1,1,1
6000,30,Receiver,na,1,1,1
6000,31,Receiver,na,1,1,1
6000,32,Receiver,na,1,1,1
6000,33,Receiver,na,1,1,1
6000,34,Receiver,na,1,1,1
6000,35,Receiver,na,1,1,1
6000,36,Receiver,na,1,1,1
6000,37,Receiver,na,1,1,1
6000,38,Receiver,na,1,1,1
6000,39,Receiver,na,1,1,1
6000,40,Receiver,na,1,1,1
6000,41,Receiver,na,1,1,1
6000,42,Receiver,na,1,1,1
6000,43,Receiver,na,1,1,1
6000,44,Receiver,na,1,1,1
6000,45,Receiver,na,1,1,1
6000,46,Receiver,na,1,1,1
6000,47,Receiver,na,1,1,1
6000,48,Receiver,na,1,1,1
6000,49,Receiver,na,1,1,1
6000,50,Receiver,na,1,1,1
6000,51,Receiver,na,1,1,1
6000,52,Receiver,na,1,1,1
6000,53,Receiver,na,1,1,1
6000,54,Receiver,na,1,1,1
6000,55,Receiver,na,1,1,1
6000,56,Receiver,na,1,1,1
6000,57,Receiver,na,1,1,1
6000,58,Receiver,na,1,1,1
6000,59,Receiver,na,1,1,1
6000,60,Receiver,na,1,1,1
6000,61,Receiver,na,1,1,1
6000,62,Receiver,na,1,0.849375,0
6000,63,Receiver,na,1,1,1
6000,64,Receiver,na,1,1,1
6000,65,Receiver,na,1,1,0
6000,66,Receiver,na,1,1,1
6000,67,Receiver,na,1,1,1
6000,68,Receiver,na,1,1,1
6000,69,Receiver,na,1,1,1
6000,70,Receiver,na,1,1,1
6000,71,Receiver,na,1,0.849375,1
6000,72,Receiver,na,1,1,1
6000,73,Receiver,na,1,1,1
6000,74,Receiver,na,1,1,1
6000,75,Receiver,na,1,1,1
6000,76,Receiver,na,1,1,1
6000,77,Receiver,na,1,1,1
6000,78,Receiver,na,3,1,0
6000,79,Receiver,na,1,1,1
6000,80,Receiver,na,1,0.849375,1
6000,81,Receiver,na,1,1,1
6000,82,Receiver,na,1,1,1
6000,83,Receiver,na,1,1,1
6000,84,Receiver,na,1,1,1
6000,85,Receiver,na,1,1,1
6000,86,Receiver,na,1,1,1
6000,87,Receiver,na,1,1,1
6000,88,Receiver,na,1,1,1
6000,89,Receiver,na,1,1,1
6000,90,Receiver,na,1,1,1
6000,91,Receiver,na,1,1,1
6000,92,Receiver,na,1,1,1
6000,93,Receiver,na,1,1,1
6000,94,Receiver,na,1,1,1
6000,95,Receiver,na,1,1,1
6000,96,Receiver,na,1,1,1
6000,97,Receiver,na,1,1,1
6000,98,Receiver,na,1,1,1
6000,99,Receiver,na,1,1,1
7000,0,Sender,2,1,0,0
7000,1,Sender,2,1,0,0
7000,2,Sender,2,1,0,0
7000,3,Sender,2,1,0,0
7000,4,Sender,2,1,0,0
7000,5,Sender,2,1,0,0
7000,6,Sender,2,1,0,0
7000,7,Sender,2,1,0,0
7000,8,Sender,1,1,0,0.5
7000,9,Sender,1,1,0,0.5
7000,10,Sender,2,1,0,0
7000,11,Sender,2,1,0,0
7000,12,Sender,2,1,0,0
7000,13,Sender,2,1,0,0
7000,14,Sender,2,1,0,0
7000,15,Sender,2,1,0,0
7000,16,Sender,1,1,0,0.5
7000,17,Sender,2,1,0,0
7000,18,Sender,2,1,0,0
7000,19,Sender,2,1,0,0
7000,20,Sender,1,1,0,0.5
7000,21,Sender,2,1,0,0
7000,22,Sender,2,1,0,0
7000,23,Sender,1,1,0,0.5
7000,24,Sender,2,1,0,0
7000,25,Sender,1,1,0,0.5
7000,26,Sender,2,1,0,0
7000,27,Sender,1,1,0,0.5
7000,28,Sender,2,1,0,0
7000,29,Sender,2,3,0,-0.5
7000,30,Sender,2,1,0,0
7000,31,Sender,2,1,0,0
7000,32,Sender,1,1,0,0.5
7000,33,Sender,2,1,0,0
7000,34,Sender,2,1,0,0
7000,35,Sender,2,1,0,0
7000,36,Sender,2,1,0,0
7000,37,Sender,2,1,0,0
7000,38,Sender,2,1,0,0
7000,39,Sender,1,1,0,0.5
7000,40,Sender,2,1,0,0
7000,41,Sender,2,1,0,0
7000,42,Sender,2,3,0,-0.5
7000,43,Sender,2,1,0,0
7000,44,Sender,2,1,0,0
7000,45,Sender,2,1,0,0
7000,46,Sender,2,1,0,0
7000,47,Sender,2,1,0,0
7000,48,Sender,2,1,0,0
7000,49,Sender,2,1,0,0
7000,50,Sender,1,1,0,0.5
7000,51,Sender,2,1,0,0
7000,52,Sender,2,1,0,0
7000,53,Sender,1,1,0,0.5
7000,54,Sender,1,1,0,0.5
7000,55,Sender,1,1,0,0.5
7000,56,Sender,1,1,0,0.5
7000,57,Sender,2,1,0,0
7000,58,Sender,2,1,0,0
7000,59,Sender,2,1,0,0
7000,60,Sender,1,1,0,0.5
7000,61,Sender,2,1,0,0
7000,62,Sender,2,1,0,0
7000,63,Sender,2,1,0,0
7000,64,Sender,2,1,0,0
7000,65,Sender,2,1,0,0
7000,66,Sender,2,1,0,0
7000,67,Sender,2,1,0,0
7000,68,Sender,1,1,0,0.5
7000,69,Sender,2,1,0,0
7000,70,Sender,2,1,0,0
7000,71,Sender,1,1,0,0.5
7000,72,Sender,2,1,0,0
7000,73,Sender,2,1,0,0
7000,74,Sender,1,1,0,0.5
7000,75,Sender,1,1,0,0.5
7000,76,Sender,2,1,0,0
7000,77,Sender,2,1,0,0
7000,78,Sender,1,1,0,0.5
7000,79,Sender,2,1,0,0
7000,80,Sender,2,1,0,0
7000,81,Sender,2,1,0,0
7000,82,Sender,1,1,0,0.5
7000,83,Sender,2,1,0,0
7000,84,Sender,2,1,0,0
7000,85,Sender,1,1,0,0.5
7000,86,Sender,2,1,0,0
7000,87,Sender,2,1,0,1
7000,88,Sender,2,1,0,0
7000,89,Sender,2,1,0,0
7000,90,Sender,2,1,0,1
7000,91,Sender,2,1,0,0
7000,92,Sender,1,1,0,0.5
7000,93,Sender,2,1,0,0
7000,94,Sender,2,1,0,0
7000,95,Sender,1,1,0,0.5
7000,96,Sender,1,1,0,0.5
7000,97,Sender,2,1,0,0
7000,98,Sender,2,1,0,0
7000,99,Sender,2,1,0,0
7000,0,Receiver,na,1,1,1
7000,1,Receiver,na,1,1,1
7000,2,Receiver,na,1,1,1
7000,3,Receiver,na,1,1,1
7000,4,Receiver,na,1,1,1
7000,5,Receiver,na,1,1,1
7000,6,Receiver,na,1,1,1
7000,7,Receiver,na,1,1,1
7000,8,Receiver,na,1,1,1
7000,9,Receiver,na,1,1,1
7000,10,Receiver,na,1,1,1
7000,11,Receiver,na,1,1,1
7000,12,Receiver,na,1,1,1
7000,13,Receiver,na,1,1,1
7000,14,Receiver,na,1,1,1
7000,15,Receiver,na,1,1,1
7000,16,Receiver,na,1,1,1
7000,17,Receiver,na,1,1,1
7000,18,Receiver,na,1,1,1
7000,19,Receiver,na,1,1,1
7000,20,Receiver,na,1,1,1
7000,21,Receiver,na,1,1,1
7000,22,Receiver,na,1,1,1
7000,23,Receiver,na,1,1,1
7000,24,Receiver,na,1,1,1
7000,25,Receiver,na,1,1,1
7000,26,Receiver,na,1,1,1
7000,27,Receiver,na,1,1,1
7000,28,Receiver,na,1,1,1
7000,29,Receiver,na,1,1,0
7000,30,Receiver,na,1,1,1
7000,31,Receiver,na,1,1,1
7000,32,Receiver,na,1,1,1
7000,33,Receiver,na,1,1,1
7000,34,Receiver,na,1,1,1
7000,35,Receiver,na,1,1,1
